brand,file_path,product_usage_in_action,product_usage_in_action_description,product_clearly_seen,product_clearly_seen_description,is_a_child_or_baby_present,is_a_child_or_baby_present_description
huggies,results/huggies/C8vUwWxRYje_2024-06-28_00-36-06_UTC_1.jpg,False,"The video shows a woman holding a package of Huggies diapers, but it does not show anyone using the diapers.",True,The Huggies diaper packaging is clearly visible in the video.,False,"There is an image of a baby on the Huggies diaper packaging, but no baby is physically present in the video."
huggies,results/huggies/C6uANqdxpq0_2024-05-08_19-27-38_UTC_1.jpg,False,The video does not show anyone using Huggies diapers. ,False,No Huggies products are visible in the video.,True,A baby is present in the video.
huggies,results/huggies/C-8NcA9OBzd_2024-08-21_17-43-46_UTC_1.jpg,False,"The video shows a baby and a woman, but there is no demonstration of using the product.",True,The Huggies boxes and diapers are clearly visible in the video.,True,A baby is being held by a woman.
huggies,results/huggies/C9nB26OuoUL_2024-07-19_15-47-08_UTC_1.jpg,False,"The video shows a woman holding a box of Huggies diapers, but it does not show anyone using the diapers.",True,The box of Huggies diapers is clearly visible and the brand is clearly displayed on the box.,False,There is no child or baby present in the video.
huggies,results/huggies/C9-Apt8JH7f_2024-07-28_13-59-07_UTC_2.jpg,False,No product is being used by anyone in this image.,False,No product is visible in this image.,True,There is a baby present in the image.
huggies,results/huggies/C7E5mMdOTnM_2024-05-17_16-38-54_UTC.jpg,False,No one in the video shows themselves using the Huggies diapers. ,False,The Huggies brand is not clearly seen in the video.,True,"There are two babies present in the video; however, it is unclear if they are wearing Huggies diapers."
huggies,results/huggies/C9nB26OuoUL_2024-07-19_15-47-08_UTC_3.jpg,False,"The video shows a used diaper, but it does not show the process of putting it on a baby.",True,"The Huggies diaper is clearly visible, and its brand is clearly seen.",True,A baby is visible on the Huggies box shown in the background.
huggies,results/huggies/C2z8bh4uzNR_2024-02-01_16-30-04_UTC.jpg,False,"The video shows a baby and a woman.  The baby is being held by the woman, but there is no depiction of the baby using the Huggies diapers.",True,A box of Huggies Little Movers diapers is clearly visible in the foreground of the image. The box is large and prominently displays the Huggies logo and branding.,True,"A baby is present in the video, it is being held by an adult woman."
huggies,results/huggies/C9-Apt8JH7f_2024-07-28_13-59-07_UTC_4.jpg,False,The image shows a mother holding her baby. There is no diaper shown.,False,Huggies diapers are not shown in this image.,True,There is a baby present in the mother's arms.
huggies,results/huggies/C2cuIoCReQM_2024-01-23_16-04-58_UTC.jpg,False,The video shows a woman applying skincare products to her face. There is no diaper usage shown.,False,Huggies diapers are not shown in this video.  The video is about skincare.,True,"A baby is present in the video, however the baby is not wearing Huggies diapers."
huggies,results/huggies/C8ox3j7uxNl_2024-06-25_11-35-09_UTC_1.jpg,False,"The video shows a baby wearing a Huggies diaper, but it does not show the process of putting the diaper on.",True,The Huggies diaper packaging and several used diapers are clearly visible in the video.,True,A baby is shown wearing a Huggies diaper.
huggies,results/huggies/C6uxFzArosP_2024-05-09_02-21-20_UTC_1.jpg,False,"The video shows a person holding a Huggies box, but doesn't show the product being used on a baby.",True,The Huggies box is clearly visible and shows the brand name.,True,A baby is shown on the Huggies box.
huggies,results/huggies/C7BC1aagflN_2024-05-16_04-41-44_UTC_2.jpg,False,There is no Huggies product in the image.  The image shows a baby and a clear plastic bottle.,False,No Huggies product is visible in the image.,True,A baby is visible in the image.
huggies,results/huggies/C8Fh47EPuSm_2024-06-11_19-05-03_UTC.jpg,False,The video shows a couple holding a baby and a box of Huggies diapers.  There is no depiction of the diaper being used on the baby.,True,The box of Huggies Plus Little Snugglers diapers is prominently displayed in the center of the image.,True,A baby is shown in the arms of a woman in the video.
huggies,results/huggies/C7kFXYMvY4C_2024-05-29_19-21-05_UTC.jpg,False,"The children are holding packages of diapers, but are not shown using them.",True,A large box of Huggies Pull-Ups and smaller packages of Huggies Little Swimmers are clearly visible.,True,Three toddlers are present in the image.
huggies,results/huggies/DAHMQrUJtJn_2024-09-19_20-39-41_UTC_1.jpg,False,"The product is not shown in action, there is no diaper shown",False,The product is not seen in this image,True,There is a baby present in the image
huggies,results/huggies/DB7T_Y2AF4X_2024-11-03_22-55-58_UTC_2.jpg,False,"The video shows a woman holding Huggies diaper boxes, but it does not show anyone using the diapers.",True,The Huggies diaper boxes are clearly visible and the brand is clearly displayed on the boxes.,False,There is no child or baby present in the video.
huggies,results/huggies/C9ygmmVoAfO_2024-07-24_02-47-31_UTC_1.jpg,False,There is no product usage shown in the video.,False,The provided image is an ultrasound of a fetus; there is no product shown.,False,The image is an ultrasound of a fetus; there is no child or baby present.
huggies,results/huggies/C-TCddTyYQ2_2024-08-05_17-59-35_UTC_1.jpg,False,"The video shows a postpartum setup with Huggies diapers in a storage container, but it does not show anyone using the diapers.",True,A package of Huggies Little Snugglers diapers is clearly visible in the video.,True,An image of a baby is on the Huggies diaper package.
huggies,results/huggies/C3-e6QgtAun_2024-03-01_15-15-10_UTC.jpg,False,"The video does not show anyone using Huggies diapers.  It shows a woman holding a baby, but there is no demonstration of diaper usage.",False,"The Huggies brand is mentioned in text on a sticky note, but no Huggies diapers are visually present in the video.",True,A baby is being held by a woman in the video.
huggies,results/huggies/C-pqxaqOm-w_2024-08-14_12-54-31_UTC.jpg,False,No one in the video is shown using Huggies diapers.  The video shows a group of adults and babies together.,False,The Huggies brand or product is not visible in the image.,True,Many babies and toddlers are present in the image.
huggies,results/huggies/C9-Apt8JH7f_2024-07-28_13-59-07_UTC_5.jpg,False,There is no product shown in the video.,False,There is no product shown in the video.,False,There is no child or baby present in the video.
huggies,results/huggies/C6kpwFcLpCG_2024-05-05_04-03-49_UTC_3.jpg,False,The video does not show anyone using Huggies diapers. It shows a baby and a mother.,False,Huggies diapers are not seen in the video.,True,There is a baby present in the video.
huggies,results/huggies/DBRyP_qOzcK_2024-10-18_19-56-06_UTC_1.jpg,False,No one in the video is shown using Huggies diapers.,False,"The Huggies brand is mentioned in the video, but no Huggies products are shown.",False,There are no children or babies present in this video.
huggies,results/huggies/DB7T_Y2AF4X_2024-11-03_22-55-58_UTC_3.jpg,False,"The video shows boxes of Huggies diapers, but does not show anyone using the diapers.",True,Multiple boxes of Huggies Skin Essentials diapers are clearly visible in the image.  The boxes show images of babies and have the brand name prominently displayed.,True,Images of babies are shown on the diaper boxes.
huggies,results/huggies/C7BC1aagflN_2024-05-16_04-41-44_UTC_8.jpg,False,The video does not show anyone using Huggies diapers.,False,Huggies diapers are not visible in the video.,True,A baby is present in the video.
huggies,results/huggies/C6wnJvyRGdQ_2024-05-09_19-40-05_UTC_1.jpg,False,"The baby is present in the video, but it is not shown wearing or using the Huggies diapers. The person in the video is not using the product.",True,A package of Huggies diapers and wipes is clearly visible on the floor next to the baby and adult.,True,A baby is present in the video; it is lying on the floor next to an adult.
huggies,results/huggies/C19zq-Bx1AB_2024-01-11_15-56-28_UTC_1.jpg,False,"The person in the video is receiving a box of Huggies diapers, but is not shown using them.",True,The box of Huggies diapers is clearly visible and labeled.,True,"A baby is visible in the background, suggesting that the diapers are for a baby."
huggies,results/huggies/C8ptX6vSjxD_2024-06-25_20-15-41_UTC.jpg,False,The image shows Huggies diapers and wipes on a surface.  There is no person shown using the product.,True,A package of Huggies Skin Essentials wipes and a diaper are clearly visible in the image.,False,No child or baby is present in the image.
huggies,results/huggies/C9UwEfGO6DA_2024-07-12_13-25-22_UTC.jpg,False,A toddler is holding a diaper but not shown using it. ,True,The Huggies diaper is clearly visible in the image.,True,A toddler is present in the image.
huggies,results/huggies/C6wuhA4vqC4_2024-05-09_20-58-58_UTC.jpg,False,"The video shows a baby being held by an adult, but the diapers are not shown being used or put on the baby.",False,Huggies diapers are not seen in this video.,True,A baby is being held by an adult in the video.
huggies,results/huggies/C8yPU6EMfSg_2024-06-29_03-45-04_UTC_1.jpg,False,"The baby is holding a Huggies package, but not shown using the diaper itself.",True,A package of Huggies Snug & Dry diapers is clearly visible in the image.,True,A baby is present in the image and appears to be holding a Huggies package.
huggies,results/huggies/C6kpwFcLpCG_2024-05-05_04-03-49_UTC_4.jpg,False,"There is no product shown in action, only babies and parents.",False,Huggies diapers are not seen in the video.,True,There are babies and parents present in the video.
huggies,results/huggies/C3YFmUcMvW4_2024-02-15_17-24-24_UTC.jpg,False,"The babies are present, but it is unclear if they are wearing Huggies diapers.  The video does not show the product being used.",True,A Huggies box is clearly visible in the background.,True,Two babies are shown in the video.
kudostobaby,results/kudostobaby/C4j0XpJOZTf_2024-03-16_03-14-34_UTC_2.jpg,False,The video shows a package of wipes on a table.  There is no depiction of anyone using the wipes.,True,A package of Kudos wipes is clearly visible in the foreground of the image.,True,A toddler is visible in the image.
kudostobaby,results/kudostobaby/C4j0XpJOZTf_2024-03-16_03-14-34_UTC_1.jpg,False,"The child is holding a package of diapers, but is not shown using them.",True,The package of Kudos diapers is clearly visible and in focus.,True,A young child is present in the image and holding the diapers.
kudostobaby,results/kudostobaby/C4j0XpJOZTf_2024-03-16_03-14-34_UTC_3.jpg,False,"The video shows a baby, but there is no depiction of the baby using the product.",True,"The product, Kudos baby wipes, is clearly visible on the table.",True,A toddler is present in the video.
